original,translate
A pitcher full of oil,一罐满满的燃油
The kind that might be used for a lighthouse beacon,可能是用于灯塔信标的那种
Nautical Guild Seal,航海公会印章
"A strange octagonal amulet, richly filegreed and with the navigational roset of the Nautical Guild carved on it",一枚奇特的八角形护符，有着精美的金银丝细工，上面刻有航海公会的导航玫瑰罗盘
This is apparently an item that the guild will pay handsomely to have returned to them,这显然是一件公会愿意出高价赎回的物品
Ledger,账本
A ledger containing incriminating information,一本包含罪证信息的账本
The Whispering Tablets,低语石板
A pair of weathered stone tablets covered in indecipherable writing and grotesque symbols,一对风化的石板，上面刻满了无法辨认的文字和怪诞的符号
The tablet’s condition seems to indicate that it has rested under the sea for a long time,石板的状态似乎表明它已在海底沉睡了很久
Did you just hear a whisper?,你刚才听到低语了吗？
Rotted Horse Flesh,腐烂的马肉
A large quantity of rotted horse flesh,大量的腐烂马肉
Utterly inedible to humans but perhaps a treat for some other beastie?,人类完全无法食用，但对某些野兽来说也许是美味？
A Strange Idol,一个奇怪的神像
A grotesque looking black Idol found in the 'Santa Fury' treasure hoard,在“圣怒号”的宝藏堆中发现的一个怪诞的黑色神像
Sewerjack's Badge,下水道工的徽章
A small brass badge belonging to a member of the glorious Imperial Sewer-patrol,一枚小铜徽章，属于光荣的帝国下水道巡逻队的一员
It's covered in filth,上面沾满了污秽
Silver Flute,银笛
A small silver flute that can be used to drain the mercury-pool in the Tower of Ash,一支小银笛，可以用来排干灰烬之塔中的水银池
Telescope,望远镜
A collapsed field-telescope used for stargazing,一架折叠式野外望远镜，用于观星
Lotus Petals,莲花花瓣
One of the ingredients needed to craft the ‘Salts of Elthanyr’,制作“埃尔萨尼尔之盐”所需的材料之一
Salamander's Horn,火蜥角
Sylversalt,银盐
Salts of Elthanyr,埃尔萨尼尔之盐
A special salt that can apparently be used to unsummon conjured creatures,一种特殊的盐，显然可以用来解除召唤生物
Bring it to Calipero the Magos underneath the Tower of Ash,把它带给灰烬之塔下的大法师卡利佩罗
#Ranged Weapons,#远程武器
Ranged,远程
Light Bow,轻弓
Composite Longbow,复合长弓
Fine Composite Bow,精良复合弓
Masterwork Composite Bow,精工复合弓
Poor Composite Bow,劣质复合弓
Longbow,长弓
Fine Longbow,精良长弓
Masterwork Longbow,精工长弓
Crude Longbow,粗制长弓
Shortbow,短弓
Fine Shortbow,精良短弓
Masterwork Shortbow,精工短弓
Crude Shortbow,粗制短弓
#Reagents,#药材
Chitin,甲壳
A thick piece of chitin taken from the exo-skeleton of an unnaturally large creature,一块从异常巨大的生物外骨骼上取下的厚甲壳
"As chitin dries it can be ground into powder, providing a potent alchemical ingredient",当甲壳干燥后可以研磨成粉末，成为一种强效的炼金材料
Cruel Fang,残酷之牙
"A slimy, curved fang pulled from the mouth of some sort of overgrown monstrosity",一颗从某种过度生长的怪物口中拔出的黏滑弯曲獠牙
The end is still incredibly sharp,末端仍然极其锋利
Egg Cluster,卵簇
Not to be mistaken for their smaller and more edible counterparts,不要将其与那些更小且可食用的同类混淆
"Whilst these eggs make for a potent alchemical ingredient, ingesting them in any other way can have…unpleasant effects",虽然这些卵是强效的炼金材料，但以其他任何方式摄入都可能产生……令人不适的效果
Emerald King (insect,翡翠王（昆虫，
Called “the King of insects” due to its shimmering emerald scales,因其闪烁的翡翠鳞片而被称为“昆虫之王”
"Its royal title, however, does not keep it safe from the alchemists and artificers who consider it a prized reagent",然而，它的王者头衔并不能让它免于炼金术士和工匠的毒手，他们将其视为珍贵的药材
Firewing (insect,火翼（昆虫，
"Whilst this small insect is a popular alchemical ingredient, its fire-like sting makes it one of the Empire’s most hated pests",虽然这种小昆虫是受欢迎的炼金材料，但它如火般的蜇刺使其成为帝国最令人憎恶的害虫之一
Graveroot,墓根草
"Often found growing on graves, the roots of this weed are believed to feed on the flesh of the dead",常生长在坟墓上，这种杂草的根被认为以死者的血肉为食
For this reason it is despised by grave-keepers and much sought after by those who dabble in the arcane,因此，它被守墓人厌恶，却备受那些涉足奥术之人的追捧
Gullyfern,溪谷蕨
This small fern is often found growing near streams or in the deeper parts of the forest,这种小蕨类常生长在溪流附近或森林深处
"It emits a fresh, pleasant scent",它散发出清新宜人的气味
Hound Ear,野狗耳朵
"A large, leathery ear cut from the freshly dead head of some monstrous hound",一只从刚死去的某种巨型野狗头上割下的大而坚韧的耳朵
A delicate flower that is said to grow on the sites of battles over the graves of dead soldiers,一种据说生长在战场遗址、死者坟墓上的娇嫩花朵
Lizard's Eye,蜥蜴眼
"They say beauty lies in the eye of the beholder, but the slick goo coating this lizard’s eye gives you some doubts",人们说美在观者眼中，但这只蜥蜴眼上覆盖的黏滑粘液让你有些怀疑
"Still, the rarity of reptilians throughout the Empire’s inner cities means it should fetch a decent price",不过，爬行动物在帝国中心城市的稀有性意味着它应该能卖个好价钱
Mercury,水银
"Believed to be at the core of all metals, this liquid element is a commodity amongst alchemists and is as fast working as it is toxic",被认为是一切金属的核心，这种液态元素是炼金术士间的商品，其作用迅速且毒性强烈
Cavechild,穴居孩童
A small pinkish mushroom that is sometimes found in caves,一种有时在洞穴中发现的小型粉红色蘑菇
"Though eating it will cause acute vomiting, it is a valuable alchemical agent when used properly",虽然食用它会导致剧烈呕吐，但正确使用时它是一种珍贵的炼金剂
Glowman,发光人
The Glowman is so called for its faint bioluminescence,发光人因其微弱的生物发光而得名
It grows naturally in damp cave-systems and it a commonly used alchemical ingredient,它自然生长在潮湿的洞穴系统中，是一种常用的炼金材料
Laughtercap,笑帽菇
"Easily recognizable with its red cap and white spots, the Laughtercap is not to be ingested as it is said to cause hysterical laughter and odd visions",以其红色菌盖和白色斑点易于辨认，笑帽菇不可食用，因为据说它会导致歇斯底里的大笑和奇怪的幻觉
Many an apprentice alchemist has ignored this warning through the ages,历代以来，许多学徒炼金术士都无视了这一警告
Protoplasma,原生质
"Whilst this jelly-like substance may look harmless, its properties have been known to create potions just as acidic as the creature it comes from",虽然这种果冻状物质看似无害，但已知其特性可以制造出与其来源生物同样具有酸性的药水
"Do not, under any circumstances, ingest",在任何情况下都不要摄入
Rat Tail,鼠尾
Rats are so ubiquitously despised throughout the Empire that certain merchants will pay a bounty for their tails,老鼠在整个帝国都普遍遭人厌恶，以至于某些商人会为它们的尾巴支付赏金
As will certain alchemists,某些炼金术士也会
Rotcrawler (insect,腐爬虫（昆虫，
"Whilst most citizens of the Empire would be disgusted by its presence, this larva-like insect can be useful to those who know what to do with it",虽然帝国大多数公民会对其存在感到厌恶，但这种幼虫般的昆虫对那些知道如何使用它的人来说可能很有用
Rotmold,腐霉
"An aggressive mold known to eat almost any organic material it comes into contact with, this mold has cost more than a few citizens their cheese cellars",一种已知会吞噬几乎任何接触到的有机物质的侵略性霉菌，这种霉菌已经让不少公民失去了他们的奶酪窖
And pets,还有宠物
Scale,鳞片
"This rare, luminescent scale was likely taken from some sort of giant lizard or sea creature",这片稀有的发光鳞片很可能取自某种巨蜥或海洋生物
"Whilst it is primarily used as an alchemical ingredient, its beauty makes it a popular ingredient amongst artisans on the Outer Isles",虽然它主要用作炼金材料，但其美丽使其在外岛工匠中颇受欢迎
Typically given as a gift to those in grief,通常作为礼物送给悲伤之人
"It is said that if the plant is placed near your bed it will gorge on your despair, offering some slight respite",据说，如果将这种植物放在床边，它会吞噬你的绝望，带来些许缓解
Spider Silk,蛛丝
"Though it may be light in weight, it is not light in use",虽然它重量轻，但用途却不轻
This silky ingredient has been used in a variety of potion recipes for centuries and is popular amongst the Empire’s finest alchemists,这种丝质材料几个世纪以来被用于各种药水配方，深受帝国最优秀的炼金术士欢迎
"Unfortunately, the same cannot be said for the creature that spins it",不幸的是，对编织它的生物来说就不是这样了
"Named due to an old wives’ tale in which flowers began to grow at the site of a fallen star, this white plant is often given between lovers as a sign of affection",因一个古老的传说而得名，传说中花朵开始在陨星坠落之处生长，这种白色植物常被恋人互赠作为爱意的象征
Sulfur,硫磺
"Sometimes called the Heart of Life by alchemists across the Empire, this element is known to be extremely flammable yet alchemically potent",有时被帝国各地的炼金术士称为生命之心，这种元素以极易燃烧但炼金效力强大而闻名
Caution is advised,建议谨慎
"Often found growing in areas of direct sunlight, these bright flowers are often used as decoration during the summer solstice",常生长在阳光直射的地方，这些鲜艳的花朵常在夏至期间用作装饰
Tusk,獠牙
A huge tusk pried from the jaws of a monstrous hog,从一头巨型野猪的下颚撬下的巨大獠牙
"For those who are brave or foolish enough to hunt such creatures, this useful alchemical ingredient makes a fine prize",对于那些勇敢或愚蠢到去猎杀此类生物的人来说，这种有用的炼金材料是一份不错的奖赏
Venom Gland,毒腺
A rather foul smelling sack removed from some kind of venomous animal,从某种有毒动物身上取下的气味相当难闻的囊
The liquid inside does not look much better than it smells,里面的液体看起来并不比气味好多少
Do not ingest,不要摄入
Withered Hand,干手
"Judging by the rotten scent emitting from this shriveled hand, it was likely cut from the wrist of a freshly risen ghoul",从这只干瘪的手散发出的腐烂气味判断，它很可能是从一只刚复生的食尸鬼手腕上砍下的
"Though desecration of the dead is taboo in Imperial society, the many uses for a ghoul’s flesh nonetheless causes it to fetch a hefty price on the black markets",尽管亵渎死者在帝国社会是禁忌，但食尸鬼血肉的诸多用途仍使其在黑市上能卖到高价
Fellbell,山铃菇
"Fellbells emit a soft, mesmerizing chime that seems to attract mushroom-pickers and animals alike",山铃菇发出轻柔、迷人的铃声，似乎能吸引采菇人和动物
Unfortunately it is also highly poisonous,不幸的是，它也有剧毒
#Shields,#盾牌
Buckler,小圆盾
A small rounded shield to be worn on the forearm,戴在前臂上的小型圆盾
Large Shield,大盾
A large shield,一面大盾
Plank Shield,木板盾
An improvised shield made from wooden planks,用木板制成的临时盾牌
Tower Shield,塔盾
Shield,盾牌
A medium sized shield,一面中型盾牌
Round Shield,圆盾
#Trinkets,#饰品
Bone Comb,骨梳
"Finely carved from whale-bone, these combs provide a small modicum of luxury to the women and long-haired men of the Outer Isles",精细雕刻自鲸骨，这些梳子为外岛的女性和长发男性带来一丝奢华
Buttons,纽扣
A small collection of mismatched buttons,一小堆不配套的纽扣
Conch Shell,海螺壳
You can hear the sea in them,你能从中听到大海的声音
Cracked Wine Jug,开裂的酒壶
A clay vessel commonly used to hold wine,一种通常用来盛酒的陶制容器
It does its job poorly,它装酒的效果很差
Drinking Horn,角制酒杯
A vessel used by locals from which wine or ale is drunk,本地人用来喝葡萄酒或麦芽酒的容器
Embalming Tool,防腐工具
A tool used by followers of the Imperial faith to prepare the dead for burial,帝国信仰的信徒用来为死者准备葬礼的工具
Fishing Hook,鱼钩
A small metal hook used by locals to catch a variety of fish,本地人用来捕捉各种鱼的小金属钩
Flute,长笛
A small bone or wood instrument,一种小型骨制或木制乐器
